author_name,year_of_birth,gender,thesis_title,year_of_defense
Suzanne Maillot,1919,Female,Dessiner Maison Perte Précieux Passer Désormais Bord Mort,1955
Arnaude Arnaud,1914,Female,Dernier Nourrir Façon,1946
Lucie Tessier,1942,Female,Dessus Placer Public Mode Famille Promettre Nu,1974
Charlotte Jean,1945,Female,Quatre Étaler Secret Vent Fête Fatigue Ami,1977
Charlotte-Amélie Rodriguez,1924,Female,Voie Fumer Rejoindre Rue,1956
Marine Girard,1912,Female,Delà Demander Exister Croix Homme Pendre Elle,1948
Lucie Le Auger,1907,Female,Passion Genre Soir Vue Serrer Tromper Médecin,1943
Charlotte Perrin de la Olivier,1915,Female,Chambre Science Extraordinaire Mémoire,1951
Christine-Danielle Noël,1929,Female,Rêve Approcher Travail Temps,1958
Thérèse Bazin,1915,Female,As Manier Prétendre Cher Manger,1947
Noémi Allard,1932,Female,Appeler Pleurer Parler,1964
Michelle Joly,1935,Female,Doigt Entourer Portier Président Façon Goutte Cacher,1963
Margaud-Élodie Lelièvre,1946,Female,Hier Grain Désir Devoir,1981
Isabelle Cousin,1949,Female,Prévoir Enfance Achever,1983
Valentine Rocher,1919,Female,Instant Feu Moi,1949
Pénélope de la Maillet,1918,Female,Escalier Prendre Avouer Mine Roche,1953
Julie Guillet,1920,Female,Travailler Du Construire Bien,1952
Marine Andre de la Parent,1912,Female,Fête Masse Renoncer Côté Enfance Installer,1940
Dominique Launay,1926,Female,Défendre Yeux Révolution Malheur Prononcer Désigner Entretenir,1961
Julie Faure Le Vallée,1912,Female,Propos Chose Doigt Tout Gauche Côte Mémoire Inconnu,1944
Susanne-Pauline Grenier,1928,Female,Étaler Livre Voyage Pays Dernier,1956
Victoire Raynaud,1941,Female,Pointe Fin Oiseau Blond Atteindre Bout,1972
Jeanne Le Mahe,1939,Female,Sac Parfaitement Supérieur Briser Libre Cependant,1970
Gabrielle Torres,1933,Female,Homme Oncle Haut Tenir Découvrir Refuser Eh,1969
Jeanne Ribeiro,1904,Female,Escalier Succès Prétendre,1938
Alice Le Dumont,1928,Female,Grain Source Lier Rayon Subir,1959
Claire Lefebvre,1933,Female,Changement Fixer Habitant Douceur Présence Musique,1961
Laurence de la Menard,1914,Female,Diriger Matin Assurer Coup,1945
Margaret-Andrée Sauvage,1938,Female,Sans Tellement Roche Vingt Rôle,1973
Lucy Lévêque,1905,Female,Entier Mériter Honneur Avancer Examiner Sur Quand Tache,1937
Lorraine Maillard,1907,Female,Acheter Présence Position En,1939
Louise Briand de la Moulin,1957,Female,Charge Saisir Tellement Par Chacun Valoir,1987
Luce Bourdon,1914,Female,Porter Manier Petit Trésor,1948
Simone Georges-Leroux,1956,Female,Forcer Bas Égal Accompagner Assurer Intérieur Travail Lui,1985
Denise Wagner,1909,Female,Animal Accrocher Sauter Mais Doigt Tromper Accord,1944
Anastasie Le Briand,1954,Female,Poser Livre Comment Confondre Dont Retomber Accepter,1982
Véronique Dumont de Monnier,1921,Female,Descendre Résoudre Caresser Droite Paysage Mot Autrement,1954
Camille Pineau,1941,Female,Paysan Usage Transformer Profondément Curiosité Derrière Devoir,1977
Hortense Toussaint,1947,Female,Approcher Marche Éviter Attitude Conversation,1975
Amélie Ledoux-Bertrand,1912,Female,Huit Être Bête Départ,1944
Marthe-Michelle Lecoq,1947,Female,Solitude Dur Cependant Sûr Nommer Rapporter Risquer,1975
Emmanuelle-Sylvie Maillard,1946,Female,Éclairer Deux Savoir,1975
Céline Bouvier de la Lacroix,1942,Female,Soleil Bruit Moindre Discours Mauvais Car,1972
Anouk Hervé,1946,Female,Trembler Pleurer Fort Immobile Aussitôt Hôtel,1975
Audrey Carpentier,1938,Female,Secret Essayer Fête En Tête Étouffer Été,1970
Sophie Lucas,1948,Female,Rejeter Hauteur Lien Problème,1979
Maggie-Clémence Coste,1902,Female,Violence Répondre Maison Épais,1936
Audrey Ferreira,1907,Female,Expression Diriger Voici Ligne Cependant,1938
Nicole-Christine François,1909,Female,Religion Quoi Sur,1938
Paulette Rodrigues,1908,Female,Souhaiter Humide Temps Cuisine,1940
Christelle Adam-Paris,1943,Female,Sous Main Instinct Prêt Remettre Étranger,1975
Margot Texier,1906,Female,Noir Ramasser Brusquement Cours Séparer Art Religion,1938
Agnès Ruiz,1907,Female,Épaule Penser Complètement Dégager Triste,1942
Claude-Nath Lejeune,1925,Female,Nommer Sueur Puissant Serrer Paquet,1961
Véronique-Dorothée Samson,1928,Female,Sonner Chanter Aile Branche Réunir Quart Sec Roche,1960
Claude Millet Le Devaux,1949,Female,Appartement Oh Attitude Morceau,1986
Claude Diaz-Lacombe,1958,Female,Ouvert Étrange Départ Forme Briller Midi,1990
Maggie Renault-Roger,1919,Female,Grain Moyen Dix Pas Hors Propre Ouvrage,1951
Julie Georges,1932,Female,Bon Jeter Assez Couler Semaine Retirer Voiture,1963
Marine Clément,1946,Female,Couler Retirer Fonction Grand,1982
Antoinette Deschamps,1904,Female,Étrange Parent Prendre Soldat Donner,1941
Isabelle-Emmanuelle Becker,1938,Female,Réunir Toucher Imposer Bien,1970
Henriette Renault,1957,Female,Forêt Roman Ignorer Type Amener Comprendre Docteur Éprouver,1988
Cécile Benoit,1916,Female,Nuit Naissance Instant Oh,1952
Corinne Allain,1925,Female,Arriver Portier Chaque Noir Consentir,1957
Madeleine Marchand,1910,Female,Vif Sable Trop Terre Aspect Erreur,1944
Adélaïde Lagarde de la Raymond,1912,Female,Début Paix Leur On À,1941
Hélène Dos Santos,1912,Female,Blanc Naturellement Pendre Grâce Livre Ignorer Eau,1948
Lucy Joly,1922,Female,Écraser Usage Frais,1956
Colette Philippe,1914,Female,Bon Y Souvent Secrétaire,1949
Margot Garnier,1937,Female,Long Bonheur Jeune Lumière,1969
Catherine Renaud,1943,Female,Tôt Fatigue Rocher En,1980
Alice Boulay de la Hoarau,1943,Female,Apparence Crise Départ Approcher Marchand Sembler Étage,1978
Amélie Garnier,1931,Female,Voyager Mer Repas Ah Printemps Également Lèvre,1965
Henriette du Gilbert,1955,Female,Manquer Ni Former Remettre Refuser Claire,1984
Jeanne Boulay,1922,Female,Autour Naturel Pendre,1953
Margaux-Madeleine Alexandre,1915,Female,Accepter Lieu Décider Même Politique,1943
Christelle Bouchet,1929,Female,Observer Acheter Je Yeux Curiosité Étage,1960
Nath Masson,1934,Female,Fuir Selon Debout Nature Emporter,1966
Daniel Martinez,1915,M,Après Lequel Route Toit,1949
Alfred Maillet-Raynaud,1921,M,Vif Ça Race Épaule Grâce,1955
Julien Briand,1912,M,Reste Examiner Quart Payer Curiosité Plein,1943
Jules Pires de la Marie,1955,M,Marche Soi Courir Son Vêtement Nous,1989
Paul Bourdon,1914,M,Porte Champ Demander Pencher Faim,1944
Marc Valentin,1956,M,Est Reste Centre Quartier Joindre Véritable Plaine Valoir,1987
Pierre Simon,1945,M,Abattre Patron Armer Haute Promettre Dimanche Aucun Arrêter,1978
Gabriel Couturier,1912,M,Certain Colline Dangereux Enlever Lien,1940
Laurent Pruvost,1929,M,Interroger Chasser Traiter Emporter,1966
Maurice Delattre de la Allain,1927,M,Terme Contre Soleil Autrefois Doute Personne,1959
Julien Le Gall,1948,M,Élever Peu Désirer Ah Présent,1981
Éric Maurice,1943,M,Froid Entendre Savoir Étouffer,1974
Rémy Henry,1910,M,Baisser Habiter Réveiller Sujet,1941
Patrick-Auguste Lombard,1932,M,Geste Conduire Drame Nombre Descendre,1962
Yves Perrin Le Nicolas,1957,M,Joie Tendre Français Classe Discussion Trembler Franchir,1989
Thomas Diallo,1924,M,Venir Anglais Beaucoup Jeu Habitant,1952
Benoît-Alain Roussel,1944,M,Travailler Soirée Manier Celui Désirer Voir,1974
Denis Pinto,1943,M,Plonger Peser Malade Quelque Bras Jaune Entendre Faux,1975
Jules Hernandez,1935,M,Accord Répandre Toile,1966
Zacharie Weiss,1941,M,Politique Tache Prochain Fond Juge Agir,1975
Guillaume Joubert-Marie,1948,M,Prière Instant Courage Couper,1984
Bertrand Moulin,1914,M,Aspect Consentir Imaginer Milieu Vingt Dire Apparaître,1945
Bertrand Perrot,1915,M,Indiquer Désormais Rencontrer Sou Courant Tenter Juger,1944
Yves Pottier de la Pires,1925,M,Parti Interrompre Nombre Million Revoir Couler Expérience Deviner,1956
Jules Marques de la Paul,1927,M,Demain Bout Page Savoir Ton,1958
Zacharie Dupuy de Lesage,1915,M,Lequel Chien Rompre Sûr Marquer Dimanche,1949
Tristan Adam,1927,M,Juger Habiller Gauche Autour Depuis Matière,1958
Christophe Morel,1950,M,Poursuivre Résister Émotion Leur Digne Nul,1984
Robert Paris,1931,M,Soulever Voici Jeter Sûr Affaire Poitrine Science,1964
Marc-Rémy Coste,1905,M,Dépasser Feuille Rare Lentement Tâche Fer Eaux,1937
Lucas Marques,1935,M,Conclure Planche Poursuivre Société Possible Soulever Lumière,1966
Xavier Lacroix,1920,M,Vendre Quelque Tache Regarder,1953
Michel Germain,1937,M,Visible Bataille Sable,1970
Augustin Fabre,1937,M,Briser Certain Point Nombre Rose,1965
Noël Rousset de Millet,1902,M,Instant Parfaitement Enfoncer Durant Coin,1937
Gabriel du Lemonnier,1908,M,Où Mêler But Arracher Rompre Intention,1943
François Hervé,1931,M,Avance Vague Tôt Retomber,1966
Lucas Pruvost de la Martinez,1915,M,Baisser D'Autres Promener Garçon,1944
Zacharie Leduc,1952,M,Diriger Lieu Qui Possible,1982
Rémy Delahaye,1931,M,Cependant Existence Cheval Secret Cours Couvrir Lendemain,1961
Joseph Maillet,1945,M,Pièce Corde Premier Connaître Arrière Position Étude,1979
Georges Joly,1934,M,Delà Acte Demi Prévenir Plus,1969
Thomas Techer,1912,M,Rapport Suite Gros,1944
Théodore Diaz,1907,M,Sang Oncle Charge Interroger Empêcher Bon Abri,1937
Guy Dumas,1920,M,Trente Projet Arme Chien Pénétrer Désert,1955
Jules-Alphonse Turpin,1928,M,Beauté Tendre Long Réunir Titre,1956
Hugues Pasquier,1950,M,Détacher Grandir Calmer Révolution Ton Or,1983
Roger Guibert,1952,M,Après Monde Rencontrer Trembler,1984
Éric Bourdon,1937,M,Parmi Nombre Magnifique Agent,1968
Franck Launay,1927,M,Papier Propre Pays Voisin Planche,1962
Étienne-Alphonse François,1949,M,Chat Cercle Vivant Simplement Bonheur Douceur Trente Discuter,1979
Rémy Schmitt,1933,M,Représenter Exister Sec Aile Sommet,1963
Xavier Seguin,1929,M,Afin De Court Science Contre Voile Réclamer Aimer,1964
Lucas Marin Le Cordier,1943,M,Jeunesse Début Fois Ensemble,1974
Étienne-Laurent Hardy,1925,M,Venir Inventer Beauté Repas Position Trouver,1958
Olivier Leclercq,1955,M,Ouvert Intérêt Animer Continuer,1984
Frédéric François,1960,M,Flamme Travers Vieil Plein,1988
Honoré-Thomas Jacquet,1907,M,Bientôt Oui Ressembler Tête,1942
Noël Gay,1913,M,Feuille Demain Route Boire Comment Huit,1941
Nicolas du Gauthier,1919,M,Lieu Reprendre Projet Aventure Croiser Rose Appel Protéger,1956
Thibaut Peltier,1913,M,D'Abord Science Reculer Silencieux Pauvre Million,1946
Maurice Menard,1919,M,Oiseau Recueillir Bataille Réveiller Causer Rare Combat,1955
Guillaume Techer,1922,M,Possible Droit Vêtir Espérer,1950
Honoré Morvan,1924,M,Etc Puissant Alors Grandir Gauche,1959
Patrick-René Legendre,1917,M,Claire Pur Visible Crier,1950
Vincent Simon,1934,M,Cuisine Règle Demeurer Courage,1967
Bernard Barbier,1918,M,Rapidement Goutte Finir Tant Devoir Soit Penser,1951
Édouard de Gérard,1932,M,En Succès Blond Rare,1963
Eugène Le Marchal,1902,M,Bien Social Mon Suivre Peur Âme Pauvre,1937
Grégoire-Charles Costa,1945,M,Page Expérience Rang Visite Repas,1973
Tristan Da Silva,1912,M,Question Affaire Cesse Désespoir Avance Compter Hors,1940
Joseph Pires,1902,M,Objet Large Peine Mener Difficile Résoudre Fidèle,1935
Benjamin Vallée,1919,M,Beaucoup Nuit Pluie Extraordinaire,1949
François Hoareau,1901,M,Oiseau Ça An Quinze Se,1936
Christophe Garcia,1936,M,Accomplir Noire Escalier Voilà,1966
Louis de Vallée,1936,M,Haut Clair Rester Jouer Autorité Donc Champ,1973
Adrien Cohen,1939,M,Proposer Quoi Dépasser Paraître Le,1972
Thierry Lacombe,1937,M,Époque Lutte Verser Manger,1965
Benjamin Lemaître,1941,M,Présent Social Protéger Établir,1973
Eugène-Honoré Richard,1946,M,Courant Tourner Ramasser Interroger Semblable Premier Siège,1974
Gilbert De Oliveira,1938,M,Ensemble Accord Pareil,1969
François-Henri Gay,1917,M,Pendant Fixe Mémoire Train Surveiller Défaut Dehors,1946
Xavier Benard,1928,M,Cela L'Une Intérieur Marier,1960
Joseph de Le Goff,1909,M,Auteur Non Larme Voisin Membre,1941
Roger Delmas Le Rousseau,1944,M,Principe Oublier Docteur Fixer Fort Mémoire,1981
François Texier,1945,M,Seulement Malade Bord Moyen Instinct Absence Impossible,1975
Bernard-Michel Pierre,1933,M,Hier Aller Traîner Fenêtre Marcher,1964
Gérard Collin,1939,M,Phrase Aimer Calme,1974
Auguste de Morel,1940,M,Voisin Donc Queue Faute Sombre,1976
Thomas Olivier,1938,M,Égal Désormais Fin Étrange,1970
Bernard du Millet,1950,M,Angoisse Ombre Achever Je Proposer Autre Réussir,1983
Jérôme Chauveau,1947,M,Accrocher Bois Présent Yeux Debout,1979
Zacharie Becker,1904,M,Fortune Épais Reste Puissance Complètement,1941
Alain Maury,1944,M,Ouvrage Alors Avant Folie Terrible Aucun Note Particulier,1980
Auguste Delmas,1927,M,Scène Descendre Police À Dessiner,1962
Alphonse-Martin Besnard,1953,M,Parcourir Eh Meilleur Fin Mode,1988
Paul Perret,1931,M,Vieux Mesure Quarante Charger Forêt,1965
Vincent Guillou,1921,M,Pont Depuis Briser Payer Vent Subir Âgé,1952
René Colin,1910,M,Crise Confier Près Résoudre,1944
Édouard Morin Le Royer,1901,M,Plaine Étrange Considérer,1935
Honoré de Ramos,1945,M,Réponse Expliquer Alors Tandis Que,1979
Georges de Rivière,1956,M,Fort Voler Coin Bureau Reconnaître Loup Solitude Sommet,1986
Gilles Petitjean-Salmon,1912,M,Fonder Tuer Divers Crise Confiance Cas Ah,1948
Olivier-Théophile Gauthier,1953,M,Vide Métier Retour Côté Haïr,1986
Marc Foucher,1915,M,Noir Haïr Année Contraire Verser Joindre Repousser Rien,1947
Émile Paris,1916,M,Guerre Naissance Marche Sujet Calmer Apparence Suite Ami,1946
Raymond Lebon,1923,M,Militaire Verre Seul Comprendre Malgré,1959
Nicolas Joly,1916,M,Rencontre Haut Le Très Rire Particulier,1948
Louis Le Goff,1922,M,Six Déchirer Curiosité Autant,1954
Alphonse Roche,1906,M,Vague Paraître Ouvrir Il Social Non Vague Devant,1939
Matthieu Lagarde,1938,M,Chasse Échapper Entendre Diriger Même Usage,1967
Richard de la Raymond,1898,M,Deux Penser Voile,1935
Robert Fournier,1911,M,Inconnu Chaîne Jaune Ça Refuser Comme,1941
Philippe Carlier,1916,M,Trait Froid Droit Acte Demain,1946
Franck Devaux,1933,M,Général Douceur Allumer,1966
Antoine Hamel,1932,M,Remettre Tourner Amener Danser,1963
William Marty du Allain,1924,M,Malade Autrefois Où Admettre Palais Chemin Siècle Fils,1959
Joseph Cousin Le Diaz,1939,M,Poésie Malheur Mêler Nature Naître,1969
Raymond Fernandes de la Voisin,1942,M,Mari Dominer Pénétrer Supposer Face Ici Élever Oeuvre,1978
Alphonse Dubois,1928,M,Dominer Cher Pauvre Chanter Colère Hiver Garde Subir,1964
Timothée Marques,1920,M,Transformer Pour Billet,1950
Benoît Lacroix,1944,M,Étude Livre En Dire Devenir Promener,1980
Alexandre-Jacques Blanc,1929,M,Rose Détail Type Barbe Écrire Manier Toi Entier,1962
Charles de la Fournier,1909,M,Afin De Admettre Preuve Diriger Avant Sein Expérience,1943
Auguste Jacques,1951,M,Achever Changer Paraître En Maître Prêt Signifier,1983
Roger Michaud,1918,M,Haïr Léger Départ Problème,1951
Victor de Richard,1908,M,Réponse Facile Former Capable Absence Chaîne Retour,1939
Noël Mathieu,1937,M,Paysage Mois État Obliger Paraître Cuisine,1969
Hugues Menard,1920,M,Noir Courant Interroger Sous Époque,1956
Antoine Jacquet de la Da Silva,1953,M,Lettre Désirer L'Une Voir,1983
Nicolas Robin du Potier,1920,M,Rire Milieu Voir Docteur Soldat,1952
Benoît Pottier du Robin,1922,M,Lettre Effort Creuser Brusquement Été Entre,1954
Jérôme Alves,1915,M,Grâce Aventure Système Entrer,1943
Lucas Chauvin,1943,M,Ensemble Naturellement Mourir Étrange,1979
Philippe Le Mendès,1908,M,Satisfaire Songer Cesse,1942
Paul Martins,1911,M,Presque Complet Auteur Conscience Soutenir,1944
Édouard Prévost-Perret,1927,M,Donner Confiance Au,1957
Gabriel-Frédéric Lopes,1954,M,Geste Social Rond Poids Effort,1982
Joseph Joubert de Lucas,1909,M,Parfois Creuser Sang Déchirer,1943
Aimé Clerc de Mathieu,1910,M,Longtemps Sommet Fin Avis Tromper Image Blond Travers,1939
Bertrand Bonneau,1939,M,Général Beau Bande Environ Rêve Inspirer Faux,1969
Xavier Schmitt,1918,M,Personne Éclat Craindre Répéter Aile,1952
Alexandre Valette,1935,M,Entier Retrouver Valeur Rire Côte Idée Rapporter,1969
Denis Ferreira,1921,M,Mouvement Professeur Ferme Général En Dès,1949
Zacharie Buisson,1908,M,Parcourir Chacun Selon Comment Falloir Aujourd'Hui Entre,1937
Laurent Evrard,1917,M,Mer Tâche Depuis Moyen Rire Voix,1945
Vincent Millet,1918,M,Franc Possible Printemps Docteur,1947
Georges Cohen,1906,M,Inquiéter Suffire Peser Aujourd'Hui Mariage Voilà Préparer,1939
Guillaume Lagarde,1913,M,Adresser Salut Souvenir Parcourir Quant À,1944
Aimé Ferrand,1923,M,Fidèle Complètement Silencieux Frapper,1955
Paul Ollivier,1912,M,Défaut Marcher Intelligence Goutte Malgré Émotion,1944
Théophile-François Rodriguez,1952,M,Calme Train Nécessaire Défaut Joli Désigner Image,1983
Arthur Martineau,1931,M,Soleil Tendre Traîner Mille Fumée Ennemi Sous,1963
Benjamin Boucher,1921,M,Mêler Battre Grand,1956
Hugues Potier,1951,M,Au Sujet Arrivée Tenter Vêtement,1979
Gilles Lefèvre,1917,M,Essayer Souffrir Table À Accuser,1950
Alain-Luc Maurice,1947,M,Impossible Situation Derrière Que Calme Cause,1984
David-André Jourdan,1906,M,Personne Tempête Chacun,1936
Marc Maillet,1905,M,Offrir Composer Défaut Jeunesse Respecter Tout Parmi Quelqu'Un,1937
Léon Delattre de Lefort,1945,M,Femme Ombre Battre Prince Assurer Caresser Oser,1978
Grégoire Rocher,1929,M,Loi Simple Lendemain Obtenir Fort Espace Roche Nuit,1964
Joseph Le Bruneau,1939,M,Lequel Mur Tard Jeune Salut Endroit,1975
François Garcia,1919,M,Humain Jeu Rejoindre Reconnaître Goutte Sept,1952
Henri Devaux du Dupont,1926,M,Son Par Trouver Connaissance Peau Quatre Crier,1961
René Laine,1922,M,Confier Long Carte Quatre Ouvrage Religion,1955
Étienne Jean,1921,M,Inutile Convenir Fumée Campagne Servir,1956
Roger Hoarau Le Raynaud,1908,M,Pluie Objet Âge Tôt,1938
Jules Gérard,1941,M,Étranger Croire Sentiment Bruit Armer Poser Long,1970
Jacques Simon,1920,M,Revoir Arrivée Rue Ouvrage,1956
Victor Aubry-Bertin,1927,M,Appuyer Bon Politique Résister,1963
Édouard Mallet du Schmitt,1928,M,Causer Principe Vague Oncle Chance Rêve,1956
Jacques Coulon de Hoareau,1907,M,Parole Rang Répéter Arrière Contre Désert,1940
Philippe Caron,1934,M,Confier Forcer Mauvais Nez Interrompre Habitant,1963
Sébastien Auger,1902,M,Émotion Demain Bien Effacer,1937
Augustin Julien,1912,M,Tant Odeur Tu Douze Ouvrage Aspect,1947
Louis Gros,1954,M,Habiter Sens Chaud Compter Je Mal Vie,1987
Zacharie Lévêque,1917,M,Risquer Pendant Respecter Avancer Paix Branche,1952
Yves Mathieu,1947,M,Effacer Signifier Ton Dégager,1978
David-Alain Pereira,1952,M,Hauteur Départ Fin Tant Combien,1986
Alfred Mary,1924,M,Monsieur Blanc Contenir Cruel Dominer Aussi Avec,1953
Isaac-Christophe Descamps,1905,M,Train Poussière Aucun Songer,1938
Daniel Leclerc,1930,M,Accent Objet Fine Bien Emmener,1958
Thierry Muller-François,1959,M,Mer Fier Argent,1988
André Guilbert,1961,M,Celui Pitié Conscience Plante Endroit Également Que,1989
Eugène Duhamel,1907,M,L'Une Appuyer Bas Bas Important Figure,1941
Robert Gosselin,1915,M,Séparer Prêt Sec Métier Affaire Satisfaire,1947
Noël Colas-Guérin,1906,M,Quoi Guère Près Quelque Remercier,1937
Alfred de la Laine,1921,M,Compagnie Retomber Président Nécessaire Imposer,1958
Guillaume Devaux-Peltier,1938,M,Soirée Sauvage Circonstance Gagner,1968
Éric Philippe,1915,M,Voiture Assez Faux Livrer Accompagner,1952
Bernard de la Robin,1934,M,Gloire Beaux Lire Anglais Divers,1963
Luc du Royer,1934,M,Attitude Tour Habitant Seuil Sien Vous,1962
Marc Vallée,1935,M,Troubler Auquel Aspect Chemise Toujours Réfléchir,1970
Vincent Texier,1927,Male,Suffire Objet Cour Heureux Musique Taille Ce Delà,1962
Tristan Noël-Clerc,1922,Male,Ruine Trembler Docteur Renverser Falloir,1951
Arthur de la Georges,1921,Male,Grain Par Heureux Diriger Fort Passé,1953
Grégoire Meunier,1955,Male,Odeur Le Ajouter Fermer Sommeil Couper Fusil,1990
Victor Ollivier du Potier,1940,Male,Position Suite Fonction Frère Oublier Beau Enfance Marcher,1976
Thomas Ferrand,1953,Male,Trouver Chef Travail Rappeler,1989
Vincent Lagarde,1923,Male,Espérer Village Discuter Sauvage,1955
Alphonse Leroux du Dumas,1905,Male,Bande Raison Fin On Nommer Salut,1936
Frédéric Boulanger,1908,Male,Besoin Dont Fait Instinct Blanc Et Dix,1941
Michel Boulay Le Bazin,1941,Male,Instant Époque Battre Habiter Autant,1975
Maurice Brun,1958,Male,Travailler Armer Étoile Vie Somme Trembler,1988
Jérôme Pruvost de Petitjean,1912,Male,Matin Embrasser Sang Ne Fort,1940
Martin Da Silva,1943,Male,Attention Rêver Pointe Étoile,1978
Guillaume-Thibault Lombard,1928,Male,Arbre Battre Toute Essuyer Particulier,1958
Philippe Lemonnier,1951,Male,Du Mouvement Soleil Grain Dépasser Hauteur Vendre,1985
Noël Mendès de Couturier,1952,Male,Secret Lui Pas Durer But Joue Présence,1981
Jules Hamon du Faivre,1934,Male,Enfermer Genou Présent Pensée Soumettre User Lentement Vers,1962
Grégoire Bouchet,1928,Male,Terminer Froid Société Image Rentrer Violence Enfermer,1964
Noël de Lelièvre,1926,Male,Pleurer Siège Ramener,1959
Thomas de la Courtois,1954,Male,Marquer Douze Appuyer Marche Garçon Deviner,1988
François Meunier,1945,Male,Pièce Mine Cri Nourrir Inutile Saint,1975
Benoît Berger,1935,Male,Eh Accord Par Armée Comment Arracher Social Recueillir,1967
Marc Loiseau,1923,Male,Ensemble Toute Toile Naturel,1959
Robert-Théodore Loiseau,1913,Male,Partir Ferme Problème Roman,1942
Charles Allard-Lévy,1932,Male,Craindre Accrocher Soumettre Remettre Lèvre,1967
Maurice Barthelemy,1913,Male,Occasion Sentier Ressembler Confier,1944
Benjamin-Alexandre Vincent,1940,Male,Vaincre Grave Faute Préférer Afin De Cher Etc,1973
Théophile Ribeiro,1926,Male,Sourire Mon Plonger Poésie,1960
Robert Le Roger,1903,Male,Depuis Folie Accrocher Passion Lit Valeur Soin,1940
Jacques Perez,1917,Male,Commencer Action Sou Digne Propre Employer,1951
Honoré-Jacques Faivre,1949,Male,Regretter Demain Répandre Dos,1981
Théophile Bertin,1951,Male,Tomber Sol Animal Répandre Immense Être Dépasser,1984
Antoine Costa,1908,Male,Conversation Machine Agent Remonter Drame,1940
Théodore Fabre-Baron,1919,Male,Risquer Tracer Prévenir Voie Vert Professeur,1951
Noël Jacques,1946,Male,Terreur Oser Vérité Souffrance Soin Forme Traiter Pays,1982
Thomas Diallo,1906,Male,Quart Placer Étendre Mille Pendant Fauteuil,1935
Daniel Raymond,1901,Male,Angoisse Mine Milieu Cacher,1936
Augustin de la Blin,1950,Male,Douze Chemise Social Trop Cour Armée Impossible Où,1983
Denis Gaudin-Maurice,1924,Male,Franc Pierre Travail Chair Soir,1958
Théodore Hubert,1949,Male,Tandis Que Retourner Visite Douceur Tâche,1979
Adrien Gilbert de Traore,1922,Male,Élever Glace Précieux Revoir Interrompre,1955
William Fontaine,1912,Male,Signe Seconde Ouvrir Approcher,1947
Alphonse du Merle,1937,Male,Terme Égal Avis Forme Million,1965
Lucas Lejeune Le Mallet,1912,Male,Chemin D'Abord Suffire Yeux Malade,1946
Rémy Dupuis,1915,Male,Satisfaire Puissant Attirer Chaque Oiseau Ressembler,1943
Pierre Dumas du Prévost,1909,Male,Habitude Écouter Respirer Social Animer Usage Fatiguer,1941
Gilbert Martin,1919,Male,Chef Plus Paysan Affaire Souhaiter Entourer,1949
Sébastien Humbert,1923,Male,Position Plaire Sujet Premier,1954
Honoré-Grégoire Lacombe,1911,Male,Dieu Front Comme Chez,1942
René Roy du Auger,1960,Male,Puisque Espérer Poste Côté Danser,1990
Denis Guillou,1945,Male,Page Brusquement Figure Frère Convenir Commencement Pouvoir,1975
Honoré Rey,1929,Male,Vingt Salut Supérieur Offrir Éclat Pierre Dent,1963
Édouard Berthelot,1944,Male,Corps Rire Sens Préparer Écraser Assez,1981
Rémy Guichard,1910,Male,Penser Ensuite Cerveau Haine Chair,1939
Bernard Le Marty,1927,Male,Étendre Celui Paquet Arrière Aide Tenir Pur,1957
Frédéric Marin,1910,Male,Résoudre Tandis Que Charger Avec Inventer Simple,1941
Édouard Le Maillard,1927,Male,Sujet Adresser Politique Parler Doux Toit Tâche Commencer,1960
Henri Bailly,1947,Male,Cou Un Conseil Devenir Anglais Fonction Cacher Six,1978
Marc Gomes-Ferreira,1934,Male,Eh Delà Pont Répéter Travail Réfléchir,1964
Roger-Thierry Pasquier,1920,Male,Chaud Fixe Ami En Charger Pied Rêve,1956
Paul Gallet-Dos Santos,1952,Male,Veille Fumer Maladie Avancer,1981
Rémy Guyot-Pereira,1920,Male,Maladie Entier Tête Rouge Marcher Étoile,1950
Théodore Robert,1941,Male,Pur Hésiter Résistance Consentir Calme Rose Avant,1977
Gilbert Pinto-Peron,1932,Male,Occasion Toucher Se Regard Âgé Car,1963
François Pasquier,1946,Male,Pièce Derrière Dernier Remplacer Tandis Que Seuil,1979
Étienne du Berthelot,1947,Male,Puisque Dessiner Contenir Comprendre,1978
Benoît-Benoît Tanguy,1948,Male,Cinquante Rouler Prévenir Cesse Prêt,1979
Raymond Navarro Le Masson,1923,Male,Joindre Projet Français Dont Montagne Lien,1951
André Pereira,1953,Male,Auquel Étoile Curiosité Chasser,1984
Hugues du Carpentier,1942,Male,Noir Tard Même Du Prendre Appartement Attaquer,1975
Bertrand Le Delahaye,1930,Male,Joie Poche Vaste Meilleur,1959
Jules Alexandre du Langlois,1956,Male,Dépasser Fait Intérêt Désir Te Soulever Chiffre,1986
Arthur-Frédéric Lacombe,1956,Male,Sou Bas Afin De Supporter,1984
Sébastien Blanchet,1918,Male,Pur Également Donc Chaise Dans Premier,1953
Matthieu Nicolas,1901,Male,Droite Partout Intérieur,1938
Émile Bernard-Menard,1921,Male,Ciel Besoin Étendre Mince Inviter Tempête,1949
Adrien Coulon,1955,Male,Morceau Camarade Professeur Savoir Extraordinaire Événement Transformer,1986
Georges Navarro-Léger,1910,Male,Ce Confier Employer Pencher Longtemps,1940
Stéphane Philippe,1922,Male,Mon Emmener Prétendre,1958
